"ModelReleaseYear","Make","ModelReleaseVersion","Model","Variant","EngineDisplacement","EngineConfiguration","EngineInduction","FwdGearsNo","TransmissionTypeDescription","SideDoorNo","SeatingCapacity","BodyStyle","DrivingWheelsNo","FuelType","CO2EmissionsCombined","CO2EmissionsUrban","CO2EmissionsExtraUrban","FuelConsumptionCombined","FuelConsumptionUrban","FuelConsumptionExtraUrban","EnergyConsumptionWhkm","ElectricRangeKm","AirPollutionStandard","StationaryNoiseData","TestSpeed","IsCurrentModel","ModelEndYear","FuelLifeCycleCO2","AnnualTailpipeCO2","AnnualFuelCost"
"2023","Cupra","MY23","Leon","VZE 180PHEV","1.4","4cyl","Turbo","6","Auto","4","5","Hatch","2","Petrol 95RON","40","","","1.8","","","113","67","Euro 6","75","3750","Yes","0","136","0.56","928"
"2019","Land Rover","L551 23MY","LZ","P300e AWD Auto Electric Hybrid","1.5","3cyl","Turbo","9","Auto","4","5","Wagon","4","Petrol 95RON","48","","176","2.1","","7.7","186","66","Euro 6","68","3750","No","2025","202","0.67","1310"
"2019","Land Rover","L551 24MY","LZ","P300e AWD Auto Electric Hybrid","1.5","3cyl","Turbo","9","Auto","4","5","Wagon","4","Petrol 95RON","49","","177","2.1","","7.8","169","66","Euro 6","68","3750","No","2025","188","0.69","1239"
"2022","Audi","","A3 Sportback","35 TFSI S-tronic 16 Inch Wheel","1.5","4cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","109","134","93","4.8","5.9","4.1","","","Euro 6","73","3750","Yes","0","117","1.53","1210"
"2022","Audi","","A3 Sedan","35 TFSI S-tronic 17 Inch Wheel","1.5","4cyl","Turbo","7","Auto","4","5","Sedan","2","Petrol 95RON","109","135","93","4.8","5.9","4.1","","","Euro 6","73","3750","Yes","0","117","1.53","1210"
"2014","MINI","F56","Cooper","Hardtop","1.5","3cyl","Turbo","6","Manual","2","4","Hatch","2","Petrol 95RON","110","137","94","4.7","5.9","4","","","Euro 6","83.00","3300","No","2025","115","1.54","1184"
"2016","Audi","","A3 Sportback","1.0 TFSI S-Tronic 16 Inch Wheel","1","4cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","111","132","98","4.8","5.7","4.3","","","Euro 6","71","3750","Yes","0","117","1.55","1210"
"2022","Audi","","A3 Sportback","35 TFSI S-tronic 17 Inch Wheel","1.5","4cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","111","136","95","4.8","5.9","4.2","","","Euro 6","73","3750","Yes","0","117","1.55","1210"
"2016","Fiat","Series 4","500","1.2 8V Dualogic","1.2","4cyl","Normal","5","Auto","2","4","Sedan","2","Petrol 95RON","111","138","95","4.8","6","4.1","","","Euro 6","86","4125","Yes","0","117","1.55","1210"
"2016","Fiat","Series 4","500C","1.2 8V Dualogic","1.2","4cyl","Normal","5","Auto","2","4","Convertible","2","Petrol 95RON","111","138","95","4.8","6","4.1","","","Euro 6","86","4125","Yes","0","117","1.55","1210"
"2022","Audi","","A3 Sedan","35 TFSI S-tronic 18 Inch Wheel","1.5","4cyl","Turbo","7","Auto","4","5","Sedan","2","Petrol 95RON","111","138","96","4.9","6","4.2","","","Euro 6","73","3750","Yes","0","120","1.55","1235"
"2016","Audi","","A3 Sportback","1.0 TFSI S-Tronic 17 Inch Wheel","1","4cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","112","132","99","4.9","5.8","4.4","","","Euro 6","71","3750","Yes","0","120","1.57","1235"
"2022","Audi","","A3 Sedan","35 TFSI S-tronic 19 Inch Wheel","1.5","4cyl","Turbo","7","Auto","4","5","Sedan","2","Petrol 95RON","112","138","97","4.9","6","4.3","","","Euro 6","73","3750","Yes","0","120","1.57","1235"
"2014","MINI","F56","One","Hardtop","1.2","3cyl","Turbo","6","Manual","2","4","Hatch","2","Petrol 95RON","113","139","98","4.9","6","4.2","","","Euro 6","79.00","3000","No","2025","120","1.58","1235"
"2023","Skoda","MY23","Fabia","Monte Carlo Edition 150","1.5","4cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","113","144","95","4.9","6.3","4.1","","","Euro 6","73","3750","Yes","0","120","1.58","1235"
"2025","Skoda","MY25","Fabia","Select","1","3cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","114","134","102","5","5.9","4.5","","","Euro 6","70","3750","Yes","0","122","1.6","1260"
"2024","Skoda","MY24","Fabia","Select","1","3cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","114","134","102","5","5.9","4.5","","","Euro 6","70","3750","Yes","0","122","1.6","1260"
"2024","Skoda","MY24","Fabia","Select","1","3cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","114","134","102","5","5.9","4.5","","","Euro 6","70","3750","No","2025","122","1.6","1260"
"2022","Audi","","A3 Sportback","35 TFSI S-tronic 18 Inch Wheel","1.5","4cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","114","138","99","5","6.1","4.3","","","Euro 6","73","3750","Yes","0","122","1.6","1260"
"2022","Audi","","A3 Sportback","35 TFSI S-tronic 19 Inch Wheel","1.5","4cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","114","139","100","5","6.1","4.4","","","Euro 6","73","3750","Yes","0","122","1.6","1260"
"2014","MINI","F55","Cooper","Station Wagon","1.5","3cyl","Turbo","6","Manual","4","5","Wagon","2","Petrol 95RON","114","141","98","4.9","6.1","4.2","","","Euro 6","83.00","3300","No","2025","120","1.6","1235"
"2016","Audi","","A3 Sportback","1.0 TFSI S-Tronic 18 Inch Wheel","1","4cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","115","135","103","5","5.9","4.5","","","Euro 6","71","3750","Yes","0","122","1.61","1260"
"2014","MINI","F56","Cooper","Hardtop","1.5","3cyl","Turbo","6","Auto","2","4","Hatch","2","Petrol 95RON","115","142","99","4.9","6.1","4.2","","","Euro 6","80.00","3300","No","2025","120","1.61","1235"
"2016","Audi","","A3 Sedan","1.4 TFSI S-Tronic 17 Inch Wheel","1.4","4cyl","Turbo","7","Auto","4","5","Sedan","2","Petrol 95RON","115","142","100","4.9","6","4.2","","","Euro 6","74","3750","Yes","0","120","1.61","1235"
"2016","Fiat","Series 4","500","1.2 8V Manual","1.2","4cyl","Normal","5","Manual","2","4","Sedan","2","Petrol 95RON","115","144","98","4.9","6.2","4.2","","","Euro 6","82","4125","Yes","0","120","1.61","1235"
"2016","Fiat","Series 4","500C","1.2 8V Manual","1.2","4cyl","Normal","5","Manual","2","4","Convertible","2","Petrol 95RON","115","144","98","4.9","6.2","4.2","","","Euro 6","82","4125","Yes","0","120","1.61","1235"
"2021","Audi","","Q2","35 TFSI S-tronic 17 inch","1.5","4cyl","Turbo","7","Auto","4","5","SUV","2","Petrol 95RON","116","136","105","5.1","5.9","4.6","","","Euro 6","79","3750","Yes","0","125","1.62","1285"
"2014","MINI","F55","Cooper","Station Wagon","1.5","3cyl","Turbo","6","Auto","4","5","Wagon","2","Petrol 95RON","116","143","100","5","6.2","4.3","","","Euro 6","80.00","3300","No","2025","122","1.62","1260"
"2014","MINI","F56","One","Hardtop","1.2","3cyl","Turbo","6","Auto","2","4","Hatch","2","Petrol 95RON","117","140","104","5","6","4.5","","","Euro 6","81.00","3000","No","2025","122","1.64","1260"
"2014","MINI","F55","One","Station Wagon","1.2","3cyl","Turbo","6","Manual","4","5","Wagon","2","Petrol 95RON","117","143","102","5","6.2","4.4","","","Euro 6","79.00","3000","No","2025","122","1.64","1260"
"2016","Audi","","A3 Sedan","1.4 TFSI S-Tronic 18 Inch Wheel","1.4","4cyl","Turbo","7","Auto","4","5","Sedan","2","Petrol 95RON","117","143","102","5.1","6.2","4.4","","","Euro 6","74","3750","Yes","0","125","1.64","1285"
"2024","Audi","","A1 Sportback"," 35 TFSI S-Tronic 16 inch","1.5","4cyl","Turbo","7","Other","4","5","Hatch","2","Petrol 95RON","117","143","102","5.2","6.3","4.5","","","Euro 6","74","3750","Yes","0","127","1.64","1310"
"2016","Audi","","A3 Sportback","1.4 TFSI S-Tronic 17 Inch Wheel","1.4","4cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","117","143","103","5","6.1","4.4","","","Euro 6","74","3750","Yes","0","122","1.64","1260"
"2016","Audi","","A3 Sedan","1.4 TFSI S-Tronic 19 Inch Wheel","1.4","4cyl","Turbo","7","Auto","4","5","Sedan","2","Petrol 95RON","117","143","103","5.1","6.2","4.4","","","Euro 6","74","3750","Yes","0","125","1.64","1285"
"2024","Audi","","A1 Sportback"," 35 TFSI S-Tronic 17 inch","1.5","4cyl","Turbo","7","Other","4","5","Hatch","2","Petrol 95RON","117","143","103","5.2","6.3","4.5","","","Euro 6","74","3750","Yes","0","127","1.64","1310"
"2024","Audi","","A1 Sportback"," 35 TFSI S-Tronic 18 Inch","1.5","4cyl","Turbo","7","Other","4","5","Hatch","2","Petrol 95RON","118","143","104","5.2","6.3","4.6","","","Euro 6","74","3750","Yes","0","127","1.65","1310"
"2024","Skoda","MY25","Scala","Monte Carlo","1.5","4cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","118","146","102","5.2","6.4","4.5","","","Euro 6","72","3750","Yes","0","127","1.65","1310"
"2019","Citroen","MY20","C3","Shine","1.2","3cyl","Turbo","6","Auto","4","5","Hatch","2","Petrol 95RON","118","155","96","5.2","6.8","4.2","","","Euro 6","75","3750","Yes","0","127","1.65","1310"
"2021","Audi","","Q2","35 TFSI S-tronic 18 inch","1.5","4cyl","Turbo","7","Auto","4","5","SUV","2","Petrol 95RON","119","138","108","5.2","6","4.7","","","Euro 6","79","3750","Yes","0","127","1.67","1310"
"2016","MINI","F57","Cooper","Convertible","1.5","3cyl","Turbo","6","Manual","2","4","Convertible","2","Petrol 95RON","119","141","106","5.1","6.1","4.5","","","Euro 6","83","3750","No","2025","125","1.67","1285"
"2014","MINI","F55","One","Station Wagon","1.2","3cyl","Turbo","6","Auto","4","5","Wagon","2","Petrol 95RON","119","142","106","5.1","6.1","4.5","","","Euro 6","81.00","3000","No","2025","125","1.67","1285"
"2025","Skoda","MY25","Fabia","Monte Carlo","1.5","4cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","119","143","104","5.2","6.3","4.6","","","Euro 6","75","3750","Yes","0","127","1.67","1310"
"2024","Skoda","MY24","Fabia","Monte Carlo","1.5","4cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","119","143","104","5.2","6.3","4.6","","","Euro 6","75","3750","Yes","0","127","1.67","1310"
"2016","Audi","","A3 Sportback","1.4 TFSI S-Tronic 18 Inch Wheel","1.4","4cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","119","144","105","5.2","6.3","4.6","","","Euro 6","74","3750","Yes","0","127","1.67","1310"
"2016","Audi","","A3 Sportback","1.4 TFSI S-Tronic 19 Inch Wheel","1.4","4cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","119","144","106","5.2","6.3","4.6","","","Euro 6","74","3750","Yes","0","127","1.67","1310"
"2016","Audi","","A4","2.0 TFSI S-Tronic 18 Inch Wheel","2","4cyl","Turbo","7","Auto","4","5","Sedan","2","Petrol 95RON","119","149","103","5.3","6.6","4.5","","","Euro 6","73","3750","Yes","0","129","1.67","1336"
"2017","Suzuki","AZ","Swift","GLX","1","3cyl","Turbo","6","Auto","4","5","Hatch","2","Petrol 95RON","119","152","100","5.1","6.6","4.3","","","Euro 5","72","3750","No","2025","125","1.67","1285"
"2022","Peugeot","","308","GT Hatch","1.2","3cyl","Turbo","8","Auto","4","5","Hatch","2","Petrol 95RON","120","138","109","5.3","6.1","4.8","","","Euro 6","76","3750","Yes","0","129","1.68","1336"
"2022","Peugeot","","308","GT Wagon","1.2","3cyl","Turbo","8","Auto","4","5","Wagon","2","Petrol 95RON","120","138","109","5.3","6.1","4.8","","","Euro 6","76","3750","Yes","0","129","1.68","1336"
"2023","Skoda","MY23","Scala","Ambition","1","3cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","120","141","108","5.3","6.2","4.8","","","Euro 6","70","3750","Yes","0","129","1.68","1336"
"2024","Audi","","A1 Sportback"," 30 TFSI S-Tronic 16 Inch Wheel","1","3cyl","Turbo","7","Other","4","5","Hatch","2","Petrol 95RON","120","145","106","5.3","6.3","4.6","","","Euro 6","71","3750","Yes","0","129","1.68","1336"
"2024","Audi","","A1 Sportback"," 30 TFSI S-Tronic 17 Inch Wheel","1","3cyl","Turbo","7","Other","4","5","Hatch","2","Petrol 95RON","120","145","106","5.3","6.3","4.6","","","Euro 6","71","3750","Yes","0","129","1.68","1336"
"2016","Audi","","A3 Cabriolet","1.4 TFSI S-Tronic 17 Inch Wheel","1.4","4cyl","Turbo","7","Auto","2","4","Convertible","2","Petrol 95RON","120","147","105","5.1","6.3","4.5","","","Euro 6","74","3750","Yes","0","125","1.68","1285"
"2024","Audi","","A3 Sedan","35 TFSI S-tronic 18 Inch Wheel","1.5","4cyl","Turbo","7","Auto","4","5","Sedan","2","Petrol 95RON","120","149","102","5.3","6.5","4.5","","","Euro 6","75","3750","Yes","0","129","1.68","1336"
"2021","Audi","","Q2","35 TFSI S-tronic 19 inch","1.5","4cyl","Turbo","7","Auto","4","5","SUV","2","Petrol 95RON","121","140","111","5.3","6.1","4.8","","","Euro 6","79","3750","Yes","0","129","1.69","1336"
"2019","Audi","","A1 Sportback"," 30 TFSI S-Tronic 15"","1","3cyl","Turbo","7","Other","4","5","Hatch","2","Petrol 95RON","121","142","109","5.3","6.3","4.8","","","Euro 6","71","3750","Yes","0","129","1.69","1336"
"2020","Ford","MY20","Puma","Puma, ST-Line, ST-Line V","1","3cyl","Turbo","7","Auto","4","5","SUV","2","Petrol 95RON","121","143","108","5.3","6.3","4.7","","","Euro 5","72","3750","Yes","0","129","1.69","1336"
"2024","Audi","","A1 Sportback"," 30 TFSI S-Tronic 18 Inch Wheel","1","3cyl","Turbo","7","Other","4","5","Hatch","2","Petrol 95RON","121","145","107","5.3","6.4","4.7","","","Euro 6","71","3750","Yes","0","129","1.69","1336"
"2024","Skoda","MY25","Kamiq","Monte Carlo","1.5","4cyl","Turbo","7","Auto","4","5","SUV","2","Petrol 95RON","121","146","106","5.3","6.5","4.7","","","Euro 6","72","3750","Yes","0","129","1.69","1336"
"2023","Skoda","MY23","Kamiq","Style","1","3cyl","Turbo","7","Auto","4","5","SUV","2","Petrol 95RON","122","141","111","5.4","6.2","4.9","","","Euro 6","70","3750","Yes","0","132","1.71","1361"
"2019","Audi","","A1 Sportback"," 30 TFSI S-Tronic 16"","1","3cyl","Turbo","7","Other","4","5","Hatch","2","Petrol 95RON","122","143","110","5.4","6.3","4.8","","","Euro 6","71","3750","Yes","0","132","1.71","1361"
"2017","Audi","","Q2","1.4 TFSI S-tronic 17 Inch Wheel","1.4","4cyl","Turbo","7","Other","4","5","SUV","2","Petrol 95RON","122","146","107","5.3","6.4","4.7","","","Euro 6","74","3750","Yes","0","129","1.71","1336"
"2016","Audi","","A3 Cabriolet","1.4 TFSI S-Tronic 18 Inch Wheel","1.4","4cyl","Turbo","7","Auto","2","4","Convertible","2","Petrol 95RON","122","148","107","5.3","6.5","4.7","","","Euro 6","74","3750","Yes","0","129","1.71","1336"
"2016","Audi","","A3 Cabriolet","1.4 TFSI S-Tronic 19 Inch Wheel","1.4","4cyl","Turbo","7","Auto","2","4","Convertible","2","Petrol 95RON","122","148","108","5.3","6.5","4.7","","","Euro 6","74","3750","Yes","0","129","1.71","1336"
"2024","Audi","","A3 Sportback","35 TFSI S-tronic 18 Inch Wheel","1.5","4cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","122","149","105","5.3","6.6","4.6","","","Euro 6","75","3750","Yes","0","129","1.71","1336"
"2016","Audi","","A4","2.0 TFSI S-Tronic 19 Inch Wheel","2","4cyl","Turbo","7","Auto","4","5","Sedan","2","Petrol 95RON","122","149","106","5.4","6.6","4.7","","","Euro 6","73","3750","Yes","0","132","1.71","1361"
"2024","Audi","","A3 Sedan","35 TFSI S-tronic 19 Inch Wheel","1.5","4cyl","Turbo","7","Auto","4","5","Sedan","2","Petrol 95RON","122","150","106","5.4","6.6","4.6","","","Euro 6","75","3750","Yes","0","132","1.71","1361"
"2022","Volkswagen","MY23","T-Cross","85TSI Life","1","3cyl","Turbo","7","Auto","4","5","SUV","2","Petrol 95RON","123","138","115","5.4","6","5","","","Euro 6","71","3800","No","2025","132","1.72","1361"
"2022","Volkswagen","MY23","T-Cross","85TSI Style","1","3cyl","Turbo","7","Auto","4","5","SUV","2","Petrol 95RON","123","138","115","5.4","6","5","","","Euro 6","71","3800","No","2025","132","1.72","1361"
"2023","Volkswagen","MY24","Polo","85TSI Life","1","3cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","123","141","113","5.4","6.2","4.9","","","Euro 6","72","3750","Yes","0","132","1.72","1361"
"2023","Volkswagen","MY24","Polo","85TSI Style","1","3cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","123","141","113","5.4","6.2","4.9","","","Euro 6","72","3750","Yes","0","132","1.72","1361"
"2019","Audi","","A1 Sportback"," 30 TFSI S-Tronic 17" & 18"","1","3cyl","Turbo","7","Other","4","5","Hatch","2","Petrol 95RON","123","143","111","5.4","6.3","4.9","","","Euro 6","71","3750","Yes","0","132","1.72","1361"
"2024","Skoda","MY25","Scala","Select","1","3cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","123","148","108","5.4","6.5","4.8","","","Euro 6","70","3750","Yes","0","132","1.72","1361"
"2024","Skoda","MY24","Scala","Select","1","3cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","123","148","108","5.4","6.5","4.8","","","Euro 6","70","3750","Yes","0","132","1.72","1361"
"2024","Audi","","A3 Sportback","35 TFSI S-tronic 19 Inch Wheel","1.5","4cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","123","150","107","5.4","6.6","4.7","","","Euro 6","75","3750","Yes","0","132","1.72","1361"
"2014","BMW","F45","2 Series Active Tourer","218i","1.5","3cyl","Turbo","6","Manual","4","5","Wagon","2","Petrol 95RON","123","151","107","5.3","6.5","4.6","","","Euro 6","77.00","3300","Yes","0","129","1.72","1336"
"2016","MINI","F57","Cooper","Convertible","1.5","3cyl","Turbo","6","Auto","2","4","Convertible","2","Petrol 95RON","124","146","111","5.3","6.3","4.8","","","Euro 6","80","3750","No","2025","129","1.74","1336"
"2024","Skoda","MY25","Kamiq","Select","1","3cyl","Turbo","7","Auto","4","5","SUV","2","Petrol 95RON","125","148","111","5.5","6.5","4.9","","","Euro 6","70","3750","Yes","0","134","1.75","1386"
"2024","Skoda","MY24","Kamiq","Select","1","3cyl","Turbo","7","Auto","4","5","SUV","2","Petrol 95RON","125","148","111","5.5","6.5","4.9","","","Euro 6","70","3750","Yes","0","134","1.75","1386"
"2017","Audi","","A5 Coupe","2.0 TFSI S-Tronic 18 Inch Wheel","2","4cyl","Turbo","7","Auto","2","4","Coupe","2","Petrol 95RON","125","155","107","5.5","6.8","4.7","","","Euro 6","73","3750","Yes","0","134","1.75","1386"
"2023","Skoda","MY23","Scala","Signature","1.5","4cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","125","155","108","5.5","6.8","4.7","","","Euro 6","76","3750","Yes","0","134","1.75","1386"
"2024","Audi","","Q2","35 TFSI S-tronic 18 inch (DXDB)","1.5","4cyl","Turbo","7","Auto","4","5","SUV","2","Petrol 95RON","126","152","111","5.5","6.7","4.9","","","Euro 6","81","3750","Yes","0","134","1.76","1386"
"2017","Audi","","Q2","1.4 TFSI Manual 17 Inch Wheel","1.4","4cyl","Turbo","6","Manual","4","5","SUV","2","Petrol 95RON","126","155","110","5.5","6.7","4.8","","","Euro 6","74","3750","Yes","0","134","1.76","1386"
"2015","BMW","F30","3 Series","318i","1.5","3cyl","Turbo","8","Auto","4","5","Sedan","2","Petrol 95RON","126","156","108","5.4","6.7","4.6","","","Euro 6","74","3300","Yes","0","132","1.76","1361"
"2024","Skoda","MY24","Kamiq","Monte Carlo","1.5","4cyl","Turbo","7","Auto","4","5","SUV","2","Petrol 95RON","126","156","109","5.6","6.9","4.8","","","Euro 6","76","3750","Yes","0","137","1.76","1411"
"2024","Skoda","MY24","Scala","Monte Carlo","1.5","4cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","126","156","109","5.6","6.9","4.8","","","Euro 6","76","3750","Yes","0","137","1.76","1411"
"2016","Audi","","A4","1.4 TFSI S-Tronic 18 Inch Wheel","1.4","4cyl","Turbo","7","Auto","4","5","Sedan","2","Petrol 95RON","126","161","107","5.5","7","4.6","","","Euro 6","75","3750","Yes","0","134","1.76","1386"
"2020","Mazda","SkyActivX","3","Sedan","2","4cyl","Supercharged","6","Manual","4","5","Sedan","2","Petrol 95RON","127","147","116","5.3","6.2","4.9","","","Euro 5","72","3200","Yes","0","129","1.78","1336"
"2020","Mazda","SkyActivX","3","Hatch","2","4cyl","Supercharged","6","Manual","4","5","Hatch","2","Petrol 95RON","127","147","116","5.3","6.2","4.9","","","Euro 5","73","3200","Yes","0","129","1.78","1336"
"2022","Peugeot","","508","GT Fastback","1.6","4cyl","Turbo","8","Auto","4","5","Sedan","2","Petrol 95RON","127","155","111","5.5","6.8","4.8","","","Euro 6","74","3750","Yes","0","134","1.78","1386"
"2022","Peugeot","","508","GT Sportswagon","1.6","4cyl","Turbo","8","Auto","4","5","Wagon","2","Petrol 95RON","127","155","111","5.5","6.8","4.8","","","Euro 6","74","3750","Yes","0","134","1.78","1386"
"2014","BMW","F45","2 Series Active Tourer","218i","1.5","3cyl","Turbo","6","Auto","4","5","Wagon","2","Petrol 95RON","127","155","111","5.5","6.7","4.8","","","Euro 6","77.00","3300","Yes","0","134","1.78","1386"
"2023","Skoda","MY23","Kamiq","Signature","1.5","4cyl","Turbo","7","Auto","4","5","SUV","2","Petrol 95RON","127","155","111","5.6","6.8","4.9","","","Euro 6","76","3750","Yes","0","137","1.78","1411"
"2023","Skoda","MY23","Kamiq","Monte Carlo","1.5","4cyl","Turbo","7","Auto","4","5","SUV","2","Petrol 95RON","127","155","111","5.6","6.8","4.9","","","Euro 6","76","3750","Yes","0","137","1.78","1411"
"2023","Skoda","MY23","Kamiq","Monte Carlo","1.5","4cyl","Turbo","7","Auto","4","5","SUV","2","Petrol 95RON","127","155","111","5.6","6.8","4.9","","","Euro 6","76","3750","No","2025","137","1.78","1411"
"2023","Skoda","MY23","Kamiq","Signature","1.5","4cyl","Turbo","7","Auto","4","5","SUV","2","Petrol 95RON","127","155","111","5.6","6.8","4.9","","","Euro 6","76","3750","No","2025","137","1.78","1411"
"2014","MINI","F56","Cooper S","Hardtop","2.0","4cyl","Turbo","6","Auto","2","4","Hatch","2","Petrol 95RON","127","162","107","5.5","7","4.6","","","Euro 6","81.00","3750","No","2025","134","1.78","1386"
"2022","Peugeot","","5008","GT Sport","1.6","4cyl","Turbo","8","Auto","4","7","SUV","2","Petrol 95RON","128","147","117","5.6","6.4","5.1","","","Euro 6","76","3750","Yes","0","137","1.79","1411"
