Timestamp,Station_Name,Longitude,Latitude,Address,Distance_km,ETA_min,Suburb_Location_Lat,Suburb_Location_Lon
2025-04-18T16:19:33.886144,bp pulse,144.993801,-37.647825,"1 Scanlon Drive, Melbourne, VIC, 3076",5.31,9.53,-37.6755673,144.9898056
2025-04-18T16:19:36.099622,ChargeFox,145.120516,-37.817982,"1 Main Street, Melbourne, VIC, 3128",2.03,6.27,-37.8148997,145.1062282
2025-04-18T16:19:37.815595,JOLT,145.041063,-37.948561,"493A Highett Road, Melbourne, VIC, 3190",4.17,7.37,-37.9502592,145.0043868
2025-04-18T16:19:40.028674,ChargeFox,144.614101,-37.909729,"104 Shipwright Parade, Melbourne, VIC, 3030",0.56,2.5,-37.9110402,144.6113082
2025-04-18T16:19:42.712440,JOLT,145.337862,-38.059639,"288-296 Clyde Road, Melbourne, VIC, 3806",3.55,8.35,-38.0398297,145.3451089
2025-04-18T16:19:44.691509,ChargeFox,145.044897,-37.719093,"Kingsbury Drive, Melbourne, VIC, 3083",2.79,6.47,-37.718862,145.0231115
2025-04-18T16:19:46.886639,ChargeFox,145.142444,-37.72293,"40 Brougham Street, Melbourne, VIC, 3095",1.71,4.83,-37.713736,145.147673
2025-04-18T16:19:49.707175,AmpCharge,145.296273,-37.823223,"Gatwick Rd, Melbourne, VIC, 3153",5.46,7.4,-37.8054372,145.3280915
2025-04-18T16:19:52.133627,ChargeFox,145.124142,-38.139738,"15 Beach Street, Melbourne, VIC, 3199",8.39,11.57,-38.1003312,145.1788657
2025-04-18T16:19:54.080124,Evie,144.993264,-37.804475,"7-11 Stanton Street, Melbourne, VIC, 3067",0.67,4.02,-37.8045508,144.9988542
2025-04-18T16:29:55.525420,bp pulse,144.898079,-37.534418,"470 Donnybrook Road, Melbourne, VIC, 3064",10.55,15.02,-37.5442344,145.0076408
2025-04-18T16:29:58.181829,JOLT,145.017458,-37.975499,"588 Balcombe Road, Melbourne, VIC, 3193",1.02,2.4,-37.9706564,145.0212822
2025-04-18T16:30:01.168940,ChargeFox,145.111046,-37.844412,"7 Uganda Street, Melbourne, VIC, 3125",0.89,1.58,-37.8374349,145.1115353
2025-04-18T16:30:02.628883,ChargeFox,144.599737,-37.715307,"Bridge Rd, Cobblebank, VIC, 3338",14.29,16.98,-37.7917062,144.5494853
2025-04-18T16:30:05.672281,ChargeFox,145.279866,-37.79692,"4-16 Devon Street, Melbourne, VIC, 3136",1.95,4.38,-37.7955004,145.2801507
2025-04-18T16:30:07.750933,bp pulse,144.993801,-37.647825,"1 Scanlon Drive, Melbourne, VIC, 3076",6.77,10.47,-37.6362329,145.0265708
2025-04-18T16:30:09.995189,bp pulse,144.739608,-37.756332,"Western Highway, Caroline Springs Boulevard, Melbourne, VIC, 3023",3,5.3,-37.7340623,144.7370017
2025-04-18T16:30:11.677193,Evie,145.115953,-38.054794,"8 Swansea Road, Melbourne, VIC, 3196",1.34,4.52,-38.0497386,145.121407
2025-04-18T16:30:12.986228,ChargeFox,144.726621,-37.581337,"106-112 Evans Street, Sunbury, VIC, 3429",0.3,2.27,-37.5791363,144.7279832
2025-04-18T16:30:14.934609,ChargeFox,145.281708,-38.107852,"125 High Street, Melbourne, VIC, 3977",4.26,9.05,-38.1199326,145.3182716
2025-04-18T16:30:17.176264,Evie,144.922268,-37.676814,"1177-1183 Pascoe Vale Road, Melbourne, VIC, 3047",2.5,5.93,-37.6694522,144.9350241
2025-04-18T16:30:18.890449,AmpCharge,145.166811,-37.941731,"754-768 Princes Highway, Melbourne, VIC, 3171",6.67,11.83,-37.9623312,145.1346687
2025-04-18T16:30:19.615490,Evie,145.118395,-37.510615,"74 Church Street, Whittlesea, VIC, 3757",0.96,1.85,-37.5121301,145.1177321
2025-04-18T16:30:21.205698,Evie,144.572248,-37.722813,"201 Exford Road, Weir Views, VIC, 3338",10.08,11.43,-37.7934621,144.5595902
2025-04-18T16:30:22.936359,Evie,145.115953,-38.054794,"8 Swansea Road, Melbourne, VIC, 3196",7.01,13.3,-38.0102322,145.0929673
2025-04-18T16:30:24.614696,Evie,144.572248,-37.722813,"201 Exford Road, Weir Views, VIC, 3338",1.9,3.35,-37.7323715,144.5708942
2025-04-18T16:30:27.097148,AmpCharge,144.755443,-37.694021,"575 Melton Highway, Melbourne, VIC, 3037",2.15,3.87,-37.6997223,144.7653295
2025-04-18T16:30:27.858345,Evie,145.118395,-37.510615,"74 Church Street, Whittlesea, VIC, 3757",5.1,4.95,-37.4927455,145.1572676
2025-04-18T16:30:30.086379,ChargeFox,145.102382,-37.70228,"25 Main Street, Melbourne, VIC, 3088",2.7,7.22,-37.7037383,145.1079105
2025-04-18T16:30:32.127524,ChargeFox,144.920987,-37.723624,"563 Pascoe Vale Road, Melbourne, VIC, 3044",0.91,3.38,-37.7180181,144.9215041
2025-04-18T16:30:34.407899,ChargeFox,145.134114,-37.91447,"26 Ancora Imparo Way, Melbourne, VIC, 3168",1.06,3.78,-37.9133914,145.1301259
2025-04-18T16:30:36.128257,Evie,145.086085,-37.91024,"206 Warrigal Road, Melbourne, VIC, 3167",2.39,5.8,-37.9248257,145.0921745
2025-04-18T16:30:38.572175,EVUp,145.279595,-38.087022,"1063 South Gippsland Highway, Melbourne, VIC, 3977",2.88,5.3,-38.102184,145.2949057
2025-04-18T16:30:40.366870,Evie,145.223892,-37.97132,"158-164 Stud Road, Melbourne, VIC, 3175",2.89,7.33,-37.98749,145.2147923
2025-04-18T16:30:42.373267,ChargeFox,145.135069,-38.151687,"47-49 Moorooduc Hwy, Melbourne, VIC, 3199",1.73,5.17,-38.150925,145.142239
2025-04-18T16:30:44.577112,Evie,144.772413,-37.784565,"20 Mount Derrimut Road, Melbourne, VIC, 3026",2.54,5.53,-37.7686602,144.7713077
2025-04-18T16:30:46.541692,Exploren,145.128142,-37.786351,"6 Tower Street, Melbourne, VIC, 3108",2.98,8.15,-37.7726251,145.1131159
2025-04-18T16:30:48.751640,Evie,144.922268,-37.676814,"1177-1183 Pascoe Vale Road, Melbourne, VIC, 3047",1.86,4.92,-37.6750485,144.9242188
2025-04-18T16:30:49.499650,bp pulse,144.898079,-37.534418,"470 Donnybrook Road, Melbourne, VIC, 3064",10.74,15.97,-37.5432106,145.0085889
2025-04-18T16:30:52.058879,ChargeFox,144.827103,-37.832834,"494 Grieve Parade, Melbourne, VIC, 3025",1.27,6.43,-37.8378229,144.8342853
2025-04-18T16:30:54.137636,AmpCharge,145.073586,-37.659606,"377 Plenty Road, Melbourne, VIC, 3082",7.45,11.67,-37.6146532,145.0933095
2025-04-18T16:30:56.375984,ChargeFox,144.972123,-37.776348,"126 Weston Street, Melbourne, VIC, 3057",1.7,5.2,-37.7688802,144.9776825
2025-04-18T16:30:58.615758,bp pulse,144.739608,-37.756332,"Western Highway, Caroline Springs Boulevard, Melbourne, VIC, 3023",0.99,2.23,-37.7481414,144.739508
2025-04-18T16:30:59.834618,bp pulse,144.898079,-37.534418,"470 Donnybrook Road, Melbourne, VIC, 3064",1.92,5.28,-37.5344793,144.9120372
2025-04-18T16:31:01.916794,bp pulse,144.993801,-37.647825,"1 Scanlon Drive, Melbourne, VIC, 3076",5.88,8.95,-37.627671,145.0254821
2025-04-18T16:31:04.257633,bp pulse,144.993801,-37.647825,"1 Scanlon Drive, Melbourne, VIC, 3076",11.47,12.6,-37.5902461,144.9342136
2025-04-18T16:31:06.543718,ChargeFox,145.1645,-37.87535,"227-235 Springvale Road, Glen Waverley, VIC, 3150",3.97,7.48,-37.8758579,145.1284529
2025-04-18T16:31:08.259382,ChargeFox,144.948657,-37.825561,"20 Convention Centre Place, Melbourne, VIC, 3006",1.83,6.72,-37.83344,144.9570533
2025-04-18T16:31:09.979075,ChargeFox,145.09544,-37.849666,"238 Warrigal Road, Melbourne, VIC, 3124",3.02,6.77,-37.8384623,145.0740767
2025-04-18T16:31:14.070338,Evie,144.782132,-37.696554,"410 Melton Highway, Melbourne, VIC, 3038",2.69,6.7,-37.7092585,144.7872516
2025-04-18T16:31:16.104633,JOLT,145.041463,-37.956312,"322 Bay Road, Melbourne, VIC, 3192",2.26,5.13,-37.9670081,145.0546951
2025-04-18T16:31:18.046487,ChargeFox,145.029635,-37.855584,"290 Glenferrie Road, Melbourne, VIC, 3144",0.65,1.7,-37.8576088,145.0350666
2025-04-18T16:31:19.755396,AmpCharge,145.18242,-37.99514,"248 Cheltenham Road, Melbourne, VIC, 3173",1.75,5.73,-38.0067519,145.1779706
2025-04-18T16:31:22.601179,Evie,145.312048,-37.76114,"246A Maroondah Highway, Melbourne, VIC, 3116",3.86,6.3,-37.7571582,145.3458656
2025-04-18T16:31:25.743842,ChargeFox,145.281708,-38.107852,"125 High Street, Melbourne, VIC, 3977",0.72,2.2,-38.1087492,145.2895959
2025-04-18T16:31:28.706998,ChargeFox,144.614101,-37.909729,"104 Shipwright Parade, Melbourne, VIC, 3030",9.03,15.05,-37.850401,144.5882783
2025-04-18T16:31:30.926872,ChargeFox,144.81576,-37.760585,"145 Furlong Road, Melbourne, VIC, 3021",1.01,2.6,-37.764834,144.8219857
2025-04-18T16:31:33.141666,ChargeFox,145.022549,-37.880786,"Glen Eira Rd, Melbourne, VIC, 3162",1.84,4.58,-37.8709314,145.0193037
2025-04-18T16:31:35.197219,bp pulse,144.993801,-37.647825,"1 Scanlon Drive, Melbourne, VIC, 3076",5.64,9.15,-37.6303914,145.0273223
2025-04-18T16:31:39.010989,Evie,144.789634,-37.792922,"475 Fitzgerald Road, Melbourne, VIC, 3020",2.79,6.3,-37.7983442,144.8110919
2025-04-18T16:31:40.992033,AmpCharge,145.073586,-37.659606,"377 Plenty Road, Melbourne, VIC, 3082",7.37,11.3,-37.6132253,145.0980154
2025-04-18T16:31:44.193201,Evie,145.115953,-38.054794,"8 Swansea Road, Melbourne, VIC, 3196",8.27,14.95,-38.0021533,145.0974829
2025-04-18T16:31:46.516350,ChargeFox,145.12436,-37.822071,"Harrow St, Melbourne, VIC, 3128",3.21,8.27,-37.8171289,145.0949242
2025-04-18T16:31:50.633290,ChargeFox,145.06833,-37.759487,"451 Lower Heidelberg Road, Melbourne, VIC, 3084",1.2,4.18,-37.7524788,145.0701284
2025-04-18T16:31:51.903019,Evie,144.572248,-37.722813,"201 Exford Road, Weir Views, VIC, 3338",10.9,13,-37.7924237,144.5498933
2025-04-18T16:31:53.862441,Evie,144.789634,-37.792922,"475 Fitzgerald Road, Melbourne, VIC, 3020",7.31,7.6,-37.7987978,144.776051
2025-04-18T16:31:55.831691,ChargeFox,145.111046,-37.844412,"7 Uganda Street, Melbourne, VIC, 3125",2.16,4.48,-37.8366236,145.1233644
2025-04-18T16:31:57.843768,bp pulse,145.25378,-37.798928,"420 Maroondah Highway, Melbourne, VIC, 3134",3.75,10.48,-37.8158726,145.2291113
2025-04-18T16:32:00.447258,EVUp,145.279595,-38.087022,"1063 South Gippsland Highway, Melbourne, VIC, 3977",2.07,4.52,-38.0997308,145.2807256
2025-04-18T16:32:02.644411,ChargeFox,145.124142,-38.139738,"15 Beach Street, Melbourne, VIC, 3199",4.86,8.13,-38.170954,145.0972517
2025-04-18T16:32:05.123677,ChargeFox,144.662341,-37.901958,"22 Synnot Street, Melbourne, VIC, 3030",1.02,3.57,-37.9047634,144.6530424
2025-04-18T16:32:07.409941,Exploren,144.721417,-37.819155,"1 Everton Road, Melbourne, VIC, 3029",1.35,2.6,-37.8237397,144.7132186
2025-04-18T16:32:09.631169,ChargeFox,144.961488,-37.718971,"11 Boundary Road, Melbourne, VIC, 3046",2.1,8.18,-37.7146535,144.9605402
2025-04-18T16:32:11.860326,JOLT,145.041063,-37.948561,"493A Highett Road, Melbourne, VIC, 3190",4.34,8.78,-37.9381127,145.0014764
2025-04-18T16:32:13.106296,Evie,144.572248,-37.722813,"201 Exford Road, Weir Views, VIC, 3338",11.12,13.5,-37.792199,144.5486025
2025-04-18T16:32:15.114983,Evie,145.24882,-38.005187,"125 Princes Highway, Melbourne, VIC, 3175",9.77,11.45,-38.0097571,145.326648
2025-04-18T16:32:18.355946,ChargeFox,145.054954,-37.720185,"Ring Road, Melbourne, VIC, 3083",3.6,7.68,-37.6982468,145.0596757
2025-04-18T16:32:22.463870,ChargeFox,144.885528,-37.713652,"29-35 Louis Street, Airport West, VIC, 3042",1.56,4.88,-37.7222576,144.8834942
2025-04-18T16:32:24.171473,Evie,144.993264,-37.804475,"7-11 Stanton Street, Melbourne, VIC, 3067",0.82,3.67,-37.80745,144.9907213
2025-04-18T16:32:26.129749,ChargeFox,144.724294,-37.828926,"117 Alcock Road, Melbourne, VIC, 3029",3.62,8.18,-37.8321522,144.69462
2025-04-18T16:32:29.984258,ChargeFox,145.142444,-37.72293,"40 Brougham Street, Melbourne, VIC, 3095",6.46,11.78,-37.732231,145.1014989
2025-04-18T16:32:31.736817,ChargeFox,144.930032,-37.83076,"481 Plummer Street, Melbourne, VIC, 3207",1.66,4.52,-37.8245644,144.922933
2025-04-18T16:32:33.736794,Evie,145.24882,-38.005187,"125 Princes Highway, Melbourne, VIC, 3175",6.13,8.93,-38.0266156,145.3045626
2025-04-18T16:32:35.430732,ChargeFox,145.034439,-37.820942,"1 Grace Street, Melbourne, VIC, 3122",0.79,3.45,-37.8244246,145.0317207
2025-04-18T16:32:36.516731,Evie,145.191942,-38.308363,"34 King Street, Hastings, VIC, 3915",0.93,4.32,-38.3056058,145.1859934
2025-04-18T16:32:38.702148,ChargeFox,145.180072,-37.95286,"550 Princes Highway, Melbourne, VIC, 3174",3.22,7.73,-37.9503548,145.1665966
2025-04-18T16:32:39.453368,Evie,145.118395,-37.510615,"74 Church Street, Whittlesea, VIC, 3757",1.49,2.2,-37.5040691,145.1090152
2025-04-18T16:32:43.388879,bp pulse,145.223135,-37.97077,"Stud Road, Melbourne, VIC, 3175",2.55,7.23,-37.9558319,145.2143234
2025-04-18T16:32:45.223188,Evie,145.312048,-37.76114,"246A Maroondah Highway, Melbourne, VIC, 3116",8.84,11.45,-37.7291014,145.378424
2025-04-18T16:32:47.407951,AmpCharge,145.296273,-37.823223,"Gatwick Rd, Melbourne, VIC, 3153",3.1,6.33,-37.8315054,145.3110008
2025-04-18T16:32:50.531706,Evie,144.915231,-37.772574,"66 The Parade, Melbourne, VIC, 3032",0.75,2.38,-37.7753252,144.921825
2025-04-18T16:32:52.754446,Evie,145.115953,-38.054794,"8 Swansea Road, Melbourne, VIC, 3196",6.18,10.95,-38.0761008,145.1472438
2025-04-18T16:32:54.103967,Evie,144.572248,-37.722813,"201 Exford Road, Weir Views, VIC, 3338",10.8,12.68,-37.793821,144.5506713
2025-04-18T16:32:56.378703,Evie,144.922268,-37.676814,"1177-1183 Pascoe Vale Road, Melbourne, VIC, 3047",5.29,9.02,-37.6381563,144.9353302
2025-04-18T16:32:58.346803,ChargeFox,145.029635,-37.855584,"290 Glenferrie Road, Melbourne, VIC, 3144",1.19,4.52,-37.8563442,145.0193207
2025-04-18T16:33:01.868457,ChargeFox,145.085511,-37.887755,"1341 Princes Highway, Melbourne, VIC, 3145",2.22,5.9,-37.8822799,145.1001365
2025-04-18T16:33:04.078330,ChargeFox,145.24502,-37.871707,"511 Burwood Highway, Melbourne, VIC, 3152",4.08,7.02,-37.8688729,145.2126338
2025-04-18T16:33:06.756480,ChargeFox,144.599737,-37.715307,"Bridge Rd, Cobblebank, VIC, 3338",0.84,4.1,-37.7125512,144.6040773
2025-04-18T16:33:07.724157,Evie,145.613177,-37.780958,"1-3 Park Road, Yarra Junction, VIC, 3797",0.26,1.5,-37.7821693,145.6150255
2025-04-18T16:33:09.833297,Evie,144.922268,-37.676814,"1177-1183 Pascoe Vale Road, Melbourne, VIC, 3047",5.44,10.38,-37.6641298,144.959583
2025-04-18T16:33:11.930540,ChargeFox,144.930032,-37.83076,"481 Plummer Street, Melbourne, VIC, 3207",1.11,3.72,-37.8333613,144.9219203
2025-04-18T16:33:14.389269,ChargeFox,145.165797,-37.673698,"129-163 Main Hurstbridge Road, Melbourne, VIC, 3089",1.22,2.87,-37.6733272,145.1588075
2025-04-18T16:33:19.843762,ChargeFox,144.662341,-37.901958,"22 Synnot Street, Melbourne, VIC, 3030",6.14,10.53,-37.8800365,144.6170498
2025-04-18T16:33:22.266548,AmpCharge,144.80928,-37.846491,"1 Horsburgh Drive, Melbourne, VIC, 3025",4.17,7.83,-37.8671503,144.8294637
2025-04-18T16:33:24.210436,ChargeFox,145.011346,-37.812423,"620 Victoria Street, Melbourne, VIC, 3121",2.18,5.25,-37.8191777,145.0167539
2025-04-18T16:33:26.426577,Evie,144.808207,-37.726422,"80 Taylors Road, Melbourne, VIC, 3038",3.43,7.08,-37.7062908,144.8039161
2025-04-18T16:33:28.719435,Evie,144.922268,-37.676814,"1177-1183 Pascoe Vale Road, Melbourne, VIC, 3047",1.35,3.7,-37.6804576,144.9123982
2025-04-18T16:33:30.785660,bp pulse,144.993801,-37.647825,"1 Scanlon Drive, Melbourne, VIC, 3076",5.33,8.35,-37.6245646,145.0136597
2025-04-18T16:33:34.465629,Evie,144.922268,-37.676814,"1177-1183 Pascoe Vale Road, Melbourne, VIC, 3047",1.69,4.87,-37.6730847,144.9282577
2025-04-18T16:33:36.716340,bp pulse,144.993801,-37.647825,"1 Scanlon Drive, Melbourne, VIC, 3076",12.32,14.25,-37.603329,144.9253134
2025-04-18T16:33:39.254890,ChargeFox,144.662341,-37.901958,"22 Synnot Street, Melbourne, VIC, 3030",2.26,4.73,-37.907984,144.6416748
2025-04-18T16:33:41.915350,ChargeFox,144.961488,-37.718971,"11 Boundary Road, Melbourne, VIC, 3046",1.35,5.35,-37.7272635,144.9678538
2025-04-18T16:33:43.605058,bp pulse,144.827641,-38.371404,"Point Nepean Road, Rye, VIC, 3941",2.92,6.2,-38.3821684,144.8099264
2025-04-18T16:33:45.795901,Evie,145.256979,-38.051221,"75S Lynbrook Boulevard, Melbourne, VIC, 3975",1.13,2.87,-38.0558639,145.2561128
2025-04-18T16:33:48.276642,ChargeFox,144.962027,-37.771481,"1 David Street, Melbourne, VIC, 3056",0.71,4.12,-37.7664715,144.9613103
2025-04-18T16:33:50.226981,ChargeFox,145.044897,-37.719093,"Kingsbury Drive, Melbourne, VIC, 3083",2.49,5.65,-37.7200123,145.0271063
2025-04-18T16:33:52.903888,ChargeFox,145.044897,-37.719093,"Kingsbury Drive, Melbourne, VIC, 3083",0.58,3.53,-37.720574,145.047976
2025-04-18T16:33:54.119094,Evie,144.572248,-37.722813,"201 Exford Road, Weir Views, VIC, 3338",9.87,13.63,-37.7821653,144.5503709
2025-04-18T16:33:56.799819,ChargeFox,144.967322,-37.742419,"82 Russell Street, Melbourne, VIC, 3058",0.56,2.88,-37.7449752,144.9643314
2025-04-18T16:33:59.274779,ChargeFox,145.165797,-37.673698,"129-163 Main Hurstbridge Road, Melbourne, VIC, 3089",1.22,2.87,-37.6733272,145.1588075
2025-04-18T16:34:01.298179,ChargeFox,144.885528,-37.713652,"29-35 Louis Street, Airport West, VIC, 3042",2.79,6.58,-37.7000743,144.8908894
2025-04-18T16:34:03.524437,AmpCharge,145.073586,-37.659606,"377 Plenty Road, Melbourne, VIC, 3082",5.51,9.4,-37.6403391,145.084278
2025-04-18T16:34:05.469358,ChargeFox,145.1645,-37.87535,"227-235 Springvale Road, Glen Waverley, VIC, 3150",0.92,4.57,-37.8795908,145.1622405
2025-04-18T16:34:07.177024,AmpCharge,145.18242,-37.99514,"248 Cheltenham Road, Melbourne, VIC, 3173",2.6,6.07,-38.0053607,145.1674069
2025-04-18T16:34:09.529499,ChargeFox,144.662341,-37.901958,"22 Synnot Street, Melbourne, VIC, 3030",4.17,7.38,-37.8958126,144.6304628
2025-04-18T16:34:11.476029,bp pulse,144.993801,-37.647825,"1 Scanlon Drive, Melbourne, VIC, 3076",3.55,7.38,-37.6523847,145.0315487
2025-04-18T16:34:13.673443,Evie,145.003594,-37.906279,"47 Willansby Avenue, Melbourne, VIC, 3186",1.25,3.42,-37.9081962,144.9957991
2025-04-18T16:34:17.372050,ChargeFox,145.135069,-38.151687,"47-49 Moorooduc Hwy, Melbourne, VIC, 3199",5.88,9.22,-38.1353489,145.1666795
2025-04-18T16:34:19.650955,Exploren,145.469606,-37.660015,"313 Healesville Yarra Glen Road, Healesville, VIC, 3777",2.45,3.8,-37.6635261,145.4817549
2025-04-18T16:34:21.870271,Evie,144.922268,-37.676814,"1177-1183 Pascoe Vale Road, Melbourne, VIC, 3047",4.04,6.87,-37.6601922,144.9408062
2025-04-18T16:34:24.070619,ChargeFox,144.81576,-37.760585,"145 Furlong Road, Melbourne, VIC, 3021",1.39,2.97,-37.7639651,144.8287004
2025-04-18T16:34:27.911759,bp pulse,144.739608,-37.756332,"Western Highway, Caroline Springs Boulevard, Melbourne, VIC, 3023",3.4,6.42,-37.7326399,144.733868
2025-04-18T16:34:29.127602,Evie,144.572248,-37.722813,"201 Exford Road, Weir Views, VIC, 3338",10.73,12.92,-37.7852115,144.5605697
2025-04-18T16:34:30.731550,Evie,144.572248,-37.722813,"201 Exford Road, Weir Views, VIC, 3338",10.61,12.73,-37.787905,144.5592084
2025-04-18T16:34:32.567906,ChargeFox,144.959594,-37.815888,"501 Bourke Street, Melbourne, VIC, 3000",0.4,2.17,-37.8142454,144.9631732
2025-04-18T16:34:33.795820,Evie,144.572248,-37.722813,"201 Exford Road, Weir Views, VIC, 3338",11.17,16.4,-37.7853138,144.5406661
2025-04-18T16:34:38.704015,JOLT,145.240953,-37.858866,"193-195 Stud Road, Melbourne, VIC, 3152",5.54,9.4,-37.8379885,145.2121845
2025-04-18T16:34:42.481713,ChargeFox,144.827103,-37.832834,"494 Grieve Parade, Melbourne, VIC, 3025",3.59,6.83,-37.8119107,144.8154073
2025-04-18T16:34:44.303010,ChargeFox,145.342013,-38.093164,"Matterhorn Dr, Melbourne, VIC, 3978",2.77,4.08,-38.1028681,145.3302814
2025-04-18T16:34:46.047423,AmpCharge,145.23639,-37.90804,"940 Stud Road, Melbourne, VIC, 3178",2.63,4.23,-37.9239267,145.2447672
