datetime,tempmax,tempmin,temp,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin
2016-09-01,16.7,11.7,13.9,80.1,0.348,100,4.17,rain,0,0,53.6,26.9,26.9,20.8,14.3
2016-09-02,17.2,12.3,14.8,84.2,1.75,100,16.67,rain,0,0,50,25.3,25.3,18.2,10.8
2016-09-03,17.4,11.3,14,86.4,0.894,100,12.5,rain,0,0,32,17.4,17.4,9.8,2.7
2016-09-04,18.9,11.9,14.9,86.7,3.137,100,12.5,rain,0,0,15.5,12.5,12.5,6.4,3.1
2016-09-05,19.6,11.7,15.6,89.6,0.585,100,4.17,rain,0,0,50,17,17,9.3,3
2016-09-06,21.2,15.3,19,87.4,1.08,100,16.67,rain,0,0,51.8,26.4,26.4,16.9,5.5
2016-09-07,22.2,15.5,18.4,86.4,2.271,100,12.5,rain,0,0,34.2,14.9,14.9,8.1,3.5
2016-09-08,18.4,13.1,15.7,88.5,7.053,100,12.5,rain,0,0,57.6,30.5,30.5,14.5,6.1
2016-09-09,16.5,12.2,14.8,86.3,5.031,100,16.67,rain,0,0,59.9,30.5,30.5,16.7,2.7
2016-09-10,17.3,10.8,13.1,76,2.971,100,4.17,rain,0,0,56.2,21.8,21.8,15.6,7.6
2016-09-11,17.3,10.6,14.1,72.6,0,0,0,,0,0,50,25.3,25.3,17.2,10.2
2016-09-12,21.4,15.4,18.1,76.6,0.218,100,8.33,rain,0,0,55.4,22.1,22.1,17.3,10.4
2016-09-13,19.5,14.6,17.5,89.6,3.533,100,12.5,rain,0,0,36,14.4,14.4,7.7,3.9
2016-09-14,15.8,13.9,14.7,91.7,3.673,100,8.33,rain,0,0,37.8,17.9,17.9,13,8.4
2016-09-15,19.6,13.2,15.5,93.5,0.081,100,8.33,rain,0,0,33.5,9.6,9.6,5.8,2.5
2016-09-16,18.1,10.4,14.3,81.3,0.664,100,8.33,rain,0,0,36.4,17.5,17.5,12.9,5.4
2016-09-17,17.7,7.6,12.4,82.7,0,0,0,,0,0,22.7,14.4,14.4,8.8,5.7
2016-09-18,17.1,9.3,13.2,87.5,0.05,100,4.17,rain,0,0,39.6,20.8,20.8,11.6,4.9
2016-09-19,16.9,7.7,12.7,79.9,0.026,100,4.17,rain,0,0,22.7,10.8,10.8,7.5,3.6
2016-09-20,16,6.7,12.2,77.7,0,0,0,,0,0,25.2,15.8,15.8,6.1,2.3
2016-09-21,16.7,5,11.4,85.2,1.695,100,4.17,rain,0,0,43.9,17.3,17.3,8.2,1.6
2016-09-22,15.4,10.4,12.7,78.9,2.269,100,12.5,rain,0,0,44.6,23.2,23.2,13.1,2.8
2016-09-23,15.2,8.3,12.1,80.4,1.857,100,8.33,rain,0,0,60.1,31.4,31.4,18.2,9.7
2016-09-24,17.8,14.2,16.1,79.1,3.445,100,12.5,rain,0,0,62.6,31.5,31.5,23,11.7
2016-09-25,15.4,9,12.9,79.3,3.254,100,12.5,rain,0,0,55.1,27.7,27.7,16.8,8
2016-09-26,13.9,6.1,10.3,87.2,0.885,100,12.5,rain,0,0,32.4,15.3,15.3,8.1,2.8
2016-09-27,16.2,8.1,13.2,80.5,1.417,100,12.5,rain,0,0,68.2,41,41,22.7,2.3
2016-09-28,18.1,12.7,15.1,82.9,2.566,100,12.5,rain,0,0,72.6,40,40,27.3,10.2
2016-09-29,15.2,9.8,12,80.4,4.987,100,12.5,rain,0,0,78.5,44.8,44.8,31,13.1
2016-09-30,13,6.1,9.9,86.4,2.623,100,12.5,rain,0,0,48.2,22.5,22.5,16.1,4.3
2016-10-01,13.2,2.3,7.6,89.1,0.154,100,8.33,rain,0,0,24.5,14.3,14.3,5.9,2.3
2016-10-02,13.7,1.8,7.1,85.6,0.119,100,8.33,"rain,snow",0,0,20.2,9.6,9.6,5.6,2.3
2016-10-03,15.3,1.8,8.3,83.6,0.044,100,4.17,rain,0,0,33.1,14.9,14.9,7.6,2.3
2016-10-04,16.4,5.6,11.5,85.6,0,0,0,,0,0,37.8,17.5,17.5,11,4
2016-10-05,15.8,9.7,12.6,77.5,0,0,0,,0,0,48.2,24.6,24.6,15,8.6
2016-10-06,14.3,6.7,10.5,80.7,0,0,0,,0,0,45.4,23.6,23.6,14,5.3
2016-10-07,13,10.3,11.4,81.3,0,0,0,,0,0,46.4,17.8,17.8,12.2,8.6
2016-10-08,13.8,5.6,10.5,83.8,0,0,0,,0,0,26.3,15.8,15.8,7.4,1.8
2016-10-09,13.4,2.8,7.5,87.8,0.146,100,8.33,rain,0,0,16.9,9.3,9.3,4.4,2.5
2016-10-10,11.6,1.6,6.3,91.8,0.101,100,8.33,rain,0,0,36.7,12.2,12.2,5.6,1.9
2016-10-11,11.8,7.3,9.8,89,1.869,100,16.67,rain,0,0,41.8,21.2,21.2,13.2,4.6
2016-10-12,11.1,8.6,9.7,87.7,1.039,100,12.5,rain,0,0,40.3,17.8,17.8,11.5,7.1
2016-10-13,12,8.3,9.7,87.6,3.183,100,16.67,rain,0,0,48.2,23.1,23.1,13.3,6.3
2016-10-14,11.8,9.2,10.1,90,6.466,100,16.67,rain,0,0,51.8,17.6,17.6,13.6,9.6
2016-10-15,12.4,7.6,10.4,94.8,4.769,100,12.5,rain,0,0,51.8,22.1,22.1,12.8,2.8
2016-10-16,12.5,5.6,9.4,90.7,1.714,100,12.5,rain,0,0,49,18.1,18.1,11.1,3.8
2016-10-17,13.2,9.9,11.1,86.4,3.272,100,16.67,rain,0,0,49,23.9,23.9,16.1,10.7
2016-10-18,11.3,4.8,8.6,83.2,6.369,100,12.5,rain,0,0,59.4,21.3,21.3,14.7,9
2016-10-19,12.7,6.3,9.1,84,0.045,100,4.17,rain,0,0,28.8,11.4,11.4,7.9,3.8
2016-10-20,12.5,4.2,8.1,89.2,0.091,100,4.17,rain,0,0,12.6,6.2,6.2,3.5,0.9
2016-10-21,11.3,4.9,7.6,93.6,0.101,100,4.17,rain,0,0,16.2,7,7,3.6,0.9
2016-10-22,10.5,3.4,6.6,94,0.959,100,12.5,rain,0,0,37.1,11.1,11.1,5.1,1.9
2016-10-23,9.1,5.6,7.1,89.5,1.876,100,8.33,rain,0,0,35.3,17.6,17.6,9.2,4.6
2016-10-24,9.7,4.1,6.3,93,1.436,100,8.33,rain,0,0,28.1,10.3,10.3,5.6,2.5
2016-10-25,10.9,3,6.7,90.7,0.089,100,12.5,rain,0,0,26.6,10.2,10.2,4.6,1.5
2016-10-26,14,10,11.5,83.6,0.198,100,8.33,rain,0,0,64.8,30.8,30.8,22.4,14
2016-10-27,13.4,9.7,12.1,85,0.228,100,8.33,rain,0,0,58.6,34.2,34.2,25.7,17
2016-10-28,12.5,5.9,9.6,75.8,0.151,100,4.17,rain,0,0,50,25.7,25.7,15.9,7.8
2016-10-29,13.5,4.2,9.6,93.1,0.05,100,8.33,rain,0,0,24.5,15.8,15.8,8.2,3.3
2016-10-30,13.9,10.3,11.5,87.1,0.081,100,8.33,rain,0,0,27.7,18.3,18.3,11.3,6.1
2016-10-31,13.8,8.8,11.1,89.3,0.101,100,4.17,rain,0,0,29.5,13.5,13.5,11.3,7
2016-11-01,9.9,2.2,5.9,81.4,4.077,100,4.17,rain,0,0,31.3,14.2,14.2,9,4
2016-11-02,9.3,3,5.5,81.2,0.01,100,4.17,rain,0,0,29.9,14.4,14.4,10.3,4.1
2016-11-03,8.9,2.9,6.7,91.1,0.714,100,8.33,rain,0,0,36.4,18.5,18.5,11.6,4.6
2016-11-04,8.3,2.6,5.5,85.1,0.472,100,12.5,rain,0,0.3,35.6,15.5,15.5,10.8,5
2016-11-05,6.9,3.3,5,71.1,0.246,100,4.17,rain,0,0,59.4,21.8,21.8,14.4,7.8
2016-11-06,7.4,1.9,5.1,74.5,0.036,100,4.17,rain,0,0,50,22.4,22.4,14.8,4.2
2016-11-07,7.1,1.6,4.4,74.4,0,0,0,,0,0,29.2,14.2,14.2,8.2,4.8
2016-11-08,4.4,1,2.9,82.7,0.12,100,4.17,rain,0,0.1,19.1,9.6,9.6,5,1.7
2016-11-09,3.8,1.9,2.8,92.6,2.158,100,12.5,rain,0.5,0.4,16.9,9.8,9.8,5.1,2.4
2016-11-10,7.7,-0.1,3.4,87.9,4.956,100,8.33,rain,0,0,33.8,15.7,15.7,8.1,2
2016-11-11,8,-2.7,2.8,89.4,0.018,100,4.17,rain,0,0,53.6,14.7,14.7,7.8,2.3
2016-11-12,10.9,3,8.1,89.1,3.786,100,12.5,rain,0,0,53.6,18.3,18.3,13.4,7.1
2016-11-13,10.6,1.4,6.1,93.5,2.462,100,12.5,"rain,snow",0,0,50,22.9,22.9,12.6,4.3
2016-11-14,14,10.6,12.8,91.7,1.381,100,4.17,rain,0,0,53.6,29.4,29.4,23.9,17.4
2016-11-15,13.6,8.1,10.4,81.3,0.081,100,8.33,rain,0,0,59.4,33.5,33.5,22,13.4
2016-11-16,9.8,3.8,6.7,83.5,2.598,100,16.67,rain,0,0,65.3,38.1,38.1,26.6,15.8
2016-11-17,4.4,1.9,3.3,91,9.775,100,12.5,rain,0,0,53.6,24.3,24.3,15.4,7.9
2016-11-18,4.3,-1.1,0.9,92.8,0.774,100,16.67,"rain,snow",0,0.4,23.8,12,12,9,4.7
2016-11-19,4.7,-1.5,0.8,92.9,0.331,100,12.5,"rain,snow",0,0,20.9,14.5,14.5,9.4,2.3
2016-11-20,2,-1.8,-0.2,96,0.053,100,8.33,"rain,snow",0,0.5,13.7,8.5,8.5,5.1,2
2016-11-21,4.8,-4.6,-1.1,92.5,0.036,100,4.17,"rain,snow",0,0.1,50.8,24.3,24.3,8.7,3.4
2016-11-22,6.5,0.5,4.4,81.4,1.987,100,12.5,rain,0,0,57.9,26,26,14.3,4.8
2016-11-23,5.3,-3.8,-0.8,90.6,0.111,100,4.17,"rain,snow",0,0,15.5,7.4,7.4,4.4,0.9
2016-11-24,3.3,-5.6,-2.6,91.4,0.053,100,4.17,"rain,snow",0,1.3,14.8,6,6,4,2.6
2016-11-25,4.8,-5.1,-1.1,91.8,0.192,100,8.33,"rain,snow",0,0.1,20.2,11.5,11.5,6.8,2.8
2016-11-26,6.9,-1.5,2.4,94.4,0.018,100,4.17,rain,0,0,16.2,7.2,7.2,4.6,1.9
2016-11-27,6.4,2.3,4.6,89.2,0.191,100,12.5,rain,0,0,15.1,10.6,10.6,5,2.4
2016-11-28,5.2,0.7,2.3,93,0.183,100,12.5,"rain,snow",0,0,13.3,7.2,7.2,3.9,2
2016-11-29,7.2,1.5,5.3,82.4,0.008,100,4.17,rain,0,0,37.4,23.9,23.9,16.4,5.2
2016-11-30,9.9,4.6,7.8,76.7,0,0,0,,0,0,50,24.9,24.9,19.5,15
2016-12-01,11.4,6.4,9.3,72,0,0,0,,0,0,38.2,23.8,23.8,15.4,4.9
2016-12-02,8.3,1.4,4.2,93,0,0,0,,0,0,19.1,8.4,8.4,4.1,1.4
2016-12-03,5.8,1,2.7,97.6,0.355,100,12.5,"rain,snow",0,0,9,5.8,5.8,3.5,2
2016-12-04,4.5,-3,1.5,90,0.053,100,8.33,"rain,snow",0,0,11.9,7.7,7.7,3.8,1.5
2016-12-05,0.1,-5,-2.8,96.8,0,0,0,,0,0.8,13.3,4.4,4.4,3.1,1.9
2016-12-06,7.2,-2,1.4,98.7,0.312,100,8.33,"rain,snow",0,0,31.7,6.8,6.8,3.6,1.3
2016-12-07,14.3,7,12.3,88.7,5.061,100,12.5,rain,0,0,70.6,37.5,37.5,25.2,11.4
2016-12-08,11.6,7,9.9,88.7,1.029,100,4.17,rain,0,0,54,28,28,18.2,9.7
2016-12-09,12.8,6.4,10.4,89.2,2.389,100,8.33,rain,0,0,55.4,27.5,27.5,15.9,4.2
2016-12-10,10,6.2,8.5,85.4,0.556,100,8.33,rain,0,0,52.4,32.3,32.3,22.4,16.5
2016-12-11,9.7,6.2,8.1,84.8,0.06,100,4.17,rain,0,0,37.1,24.6,24.6,18.4,12.4
2016-12-12,8.4,4,6.7,89.4,0,0,0,,0,0,25.2,10.9,10.9,6.3,3.2
2016-12-13,7.4,1.8,4.9,95.8,0.241,100,4.17,rain,0,0,27,11,11,6.7,2.1
2016-12-14,12.4,6.3,9.2,89.5,1.64,100,16.67,rain,0,0,38.9,20.9,20.9,12.5,4.1
2016-12-15,10.2,6.3,8,91.4,0.161,100,12.5,rain,0,0,27,12.1,12.1,7.8,3.8
2016-12-16,9.4,3.6,7.4,92.5,2.299,100,16.67,rain,0,0,25.6,12.2,12.2,7,2.5
2016-12-17,7.6,3,5.7,87.1,0.018,100,8.33,rain,0,0,46.4,26.1,26.1,18.8,9.8
2016-12-18,9.2,7.2,8.2,90,0.807,100,4.17,rain,0,0,38.2,21.9,21.9,17.6,11.1
2016-12-19,9,-0.5,6.1,89.9,0,0,0,,0,0,46.4,18.7,18.7,12.3,3.9
2016-12-20,7.8,-2.2,3,92,0.254,100,12.5,"rain,snow",0,0,57.6,29.4,29.4,14.6,2.9
2016-12-21,6.5,2.7,4.2,87.4,12.203,100,12.5,rain,0,0,66.1,34.7,34.7,22.3,13
2016-12-22,5.3,2.9,4.2,87.5,15.401,100,16.67,rain,0,0,63.2,35.7,35.7,25.6,17.4
2016-12-23,9.9,3.7,6.6,83.9,11.828,100,12.5,rain,0,0,81.7,45.7,45.7,28.5,12.3
2016-12-24,7.7,3.4,5.2,85.7,10.1,100,16.67,rain,0,0,80.8,41.1,41.1,29.6,21.5
2016-12-25,12.4,4.8,10.1,84.9,1.553,100,16.67,rain,0,0,84.5,42,42,34.6,23.5
2016-12-26,5.9,2.3,4.2,81,10.371,100,16.67,rain,0,0.3,80.3,37.2,37.2,28.8,18.6
2016-12-27,6.6,4.5,5.6,81.5,0,0,0,,0,0.6,36,23.2,23.2,18,7.5
2016-12-28,7.9,4.7,6.5,85.2,0,0,0,,0,0.3,36.4,19.1,19.1,14.3,10
2016-12-29,8.7,5.5,7.2,84.2,0,0,0,,0,0,53.6,27,27,18.5,13.2
2016-12-30,11.8,8.8,11,83.5,0,0,0,,0,0,68.4,31.5,31.5,26.1,21.2
2016-12-31,11.7,5,9.7,82.6,1.813,100,8.33,rain,0,0,69.7,39.7,39.7,28.3,5.1
2017-01-01,5.2,0.8,3.2,77.1,1.706,100,12.5,"rain,snow",0,0,48.2,22.7,22.7,11.2,5.1
2017-01-02,4.9,-1,1.9,81.2,0,0,0,,0,0,33.1,18.3,18.3,13.6,7
2017-01-03,9.2,4.1,7.2,81,0,0,0,,0,0,54.3,30.4,30.4,22.9,16
2017-01-04,8.3,0.2,4,65.9,0,0,0,,0,0,44.6,14.7,14.7,10.2,4.4
2017-01-05,2.2,-5.1,-1.2,85.7,0.01,100,4.17,"rain,snow",0,0,28.8,8.5,8.5,5.1,2.2
2017-01-06,9.7,2.3,6.7,92.6,1.229,100,8.33,rain,0,0,51.8,19.1,19.1,13.3,7.9
2017-01-07,8.2,3.5,6,96.5,0.209,100,16.67,rain,0,0,27.4,13.5,13.5,8.4,4.9
2017-01-08,10.2,7.2,8.8,92.1,0.119,100,12.5,rain,0,0,40,23.5,23.5,16.2,9.7
2017-01-09,10.6,4.4,6.7,87.5,5.97,100,12.5,rain,0,0,63.3,35.1,35.1,27,20.7
2017-01-10,9,4.4,7,81.7,2.933,100,12.5,rain,0,0,56.3,35,35,24,19.3
2017-01-11,10.3,2.1,5.2,75.2,1.602,100,16.67,rain,0,0.1,88.6,50.9,50.9,35.9,26.7
2017-01-12,2.1,-1.4,0.7,87.5,0.841,100,12.5,"rain,snow",0,2.6,51.8,28,28,19.1,6.1
2017-01-13,3.9,-1.8,1.4,73.1,0.494,100,8.33,"rain,snow",0,9.4,62.4,34.1,34.1,17.6,7.7
2017-01-14,4.6,-1.8,1.5,82.2,0.008,100,4.17,"rain,snow",0,4.5,31,17.6,17.6,10.9,5.1
2017-01-15,9.5,3.1,7,94.4,2.473,100,12.5,rain,0,0.2,34.6,17.9,17.9,10.5,5.4
2017-01-16,10.5,7.3,8.5,92.7,0.41,100,8.33,rain,0,0,20.5,13.5,13.5,10.4,6.4
2017-01-17,10.9,8.3,9.6,93.5,0.053,100,8.33,rain,0,0,30.2,19.3,19.3,15.7,13.1
2017-01-18,8.6,7.3,8.1,85.6,0.016,100,4.17,rain,0,0,39.6,23.9,23.9,18.3,14.3
2017-01-19,8.4,6.5,7.2,83.4,0,0,0,,0,0,25.9,18.8,18.8,14.8,11.3
2017-01-20,6.4,3.2,5,89.6,0.01,100,4.17,rain,0,0,17.6,11.5,11.5,8.5,3.6
2017-01-21,2.6,-0.4,1.2,96.8,0.018,100,4.17,"rain,snow",0,0,10.4,6.4,6.4,3.4,1.7
2017-01-22,3.1,0.4,1.8,95.5,0.165,100,12.5,"rain,snow",0,0.1,18.7,13.5,13.5,6.9,1.1
2017-01-23,5.3,0.7,3.5,85.9,0.008,100,4.17,rain,0,0,30.2,13.6,13.6,10.7,6.4
2017-01-24,9.7,5,8.2,88.2,0.26,100,8.33,rain,0,0,57.6,25.7,25.7,18,12.4
2017-01-25,10,5.4,8.6,77.3,0.343,100,4.17,rain,0,0,56.3,29.7,29.7,22.1,8.8
2017-01-26,4.6,-3.6,0.7,83.8,0,0,0,,0,0,25.6,13.5,13.5,7.1,2.4
2017-01-27,2.3,-4.7,-1.2,89.2,0.044,100,4.17,"rain,snow",0,0.6,51.8,7.6,7.6,4.5,2.1
2017-01-28,3.1,1.2,1.8,96,6.593,100,16.67,"rain,snow",1.7,1.4,31,20.3,20.3,8.1,0.9
2017-01-29,6,-1.9,1.7,91.7,0.444,100,8.33,"rain,snow",0,1.2,29.9,16.4,16.4,8.6,2.3
2017-01-30,5.3,-2.7,1,92.4,0.192,100,8.33,rain,0,0.7,33.5,12.4,12.4,6.9,1.8
2017-01-31,7.5,4.4,6.1,90.8,3.942,100,16.67,rain,0,0.6,46.4,16.7,16.7,10.9,2.1
2017-02-01,9.1,3.6,6.2,93.2,0.351,100,12.5,rain,0,0.4,33.8,13.7,13.7,7,2.3
2017-02-02,11.1,7.7,9.4,83.2,0.888,100,12.5,rain,0,0.1,63.3,29,29,16.9,8.7
2017-02-03,10.5,6.5,8.2,78.2,1.268,100,12.5,rain,0,0,69.1,30.1,30.1,18.4,9.8
2017-02-04,7.2,3.3,4.8,86.8,7.849,100,16.67,rain,0,0,54,30.4,30.4,18.6,6.6
2017-02-05,4.9,0.3,2.9,88.8,1.36,100,12.5,rain,0,0,22.3,10.6,10.6,6.6,2.2
2017-02-06,6,-1.7,2,89.2,0.623,100,12.5,"rain,snow",0.1,0.1,50,20.7,20.7,11.1,2
2017-02-07,4.1,1.9,2.8,95.7,14.049,100,16.67,rain,1,0.7,46.4,14.2,14.2,6.3,3.1
2017-02-08,5.3,1.6,3.4,89.6,0.276,100,12.5,rain,0,0.3,31,13.6,13.6,8.3,2.7
2017-02-09,3.5,1.2,2.3,82.2,0.072,100,4.17,rain,0,0,50,14.7,14.7,10.6,6
2017-02-10,2.4,-0.5,1.1,88.1,1.446,100,12.5,"rain,snow",0.4,0.4,29.5,16.3,16.3,7.9,3.6
2017-02-11,4,-0.4,2.5,84.7,1.636,100,8.33,rain,0,0.2,60,29.7,29.7,19.8,8.3
2017-02-12,3.9,2.7,3.3,78.8,0.793,100,12.5,rain,0,0,59.2,32.1,32.1,27.5,22.6
2017-02-13,5.5,3.8,4.7,86.2,0.43,100,4.17,rain,0,0,53.6,25.8,25.8,21.9,16.4
2017-02-14,7.7,4.1,5.6,83.3,0,0,0,,0,0,46.1,25,25,15.8,2.6
2017-02-15,8.4,4.3,6.3,90.8,0.094,100,12.5,rain,0,0,34.2,18.1,18.1,6.7,2.1
2017-02-16,9.6,5.6,8.2,85.8,0.846,100,12.5,rain,0,0,53.6,31,31,23.6,10.1
2017-02-17,8.2,0.6,5.1,92.2,0.155,100,4.17,rain,0,0,21.2,8.8,8.8,5.1,2.7
2017-02-18,11,7.6,9.4,87.6,0.874,100,16.67,rain,0,0,50.3,30,30,21.8,6.2
2017-02-19,11,7.8,9.5,88.1,0.034,100,12.5,rain,0,0,53.6,29.1,29.1,23.8,16
2017-02-20,13.5,7.1,10.5,77.3,0.181,100,8.33,rain,0,0,65.3,39.3,39.3,29.7,19
2017-02-21,10.5,5.5,7.9,81.8,0.794,100,4.17,rain,0,0,66.8,36.2,36.2,25.5,15.7
2017-02-22,8.8,4.1,6.1,72.3,2.573,100,8.33,rain,0,0,66.1,38.3,38.3,26,7.5
2017-02-23,3.9,1.5,2.5,91.6,17.72,100,16.67,"rain,snow",7.8,1.6,60.6,31.3,31.3,16.2,4.1
2017-02-24,6.3,-0.1,3.3,86,0.488,100,12.5,"rain,snow",0,0.4,50,20.3,20.3,12.5,6.4
2017-02-25,11.1,4.8,7.9,84.3,7.305,100,12.5,rain,0,0,76.8,41.5,41.5,25.3,9.7
2017-02-26,9.4,4.2,6.4,85.5,10.539,100,12.5,rain,0,0,74.4,38.1,38.1,23.7,9.6
2017-02-27,6,0.1,3.3,80,1.966,100,12.5,rain,0,0.1,46.4,22.7,22.7,10.6,3.8
2017-02-28,7.5,-1.6,2.4,78.3,0.034,100,4.17,rain,0,0.2,24.8,13.4,13.4,9.8,6.4
2017-03-01,7.6,0,2.7,78.4,0.01,100,4.17,rain,0,0.9,26.6,14.5,14.5,11,7.8
2017-03-02,8.4,-1.1,3.5,78.2,0.152,100,8.33,rain,0,0.1,55.4,31.5,31.5,21.6,8.8
2017-03-03,5.8,-2.2,2.7,88.5,0.153,100,8.33,rain,0,0,38.9,20.1,20.1,11.5,1.8
2017-03-04,5.7,4,4.7,96.4,13.167,100,16.67,rain,0,0.2,53.6,25.5,25.5,13.8,2.1
2017-03-05,8.2,0.4,4.5,91.9,3.593,100,12.5,rain,0,0,13.7,7.9,7.9,5,1.8
2017-03-06,9.1,0.3,4.6,89.2,0.689,100,12.5,rain,0,0,20.2,9.3,9.3,5.8,2.2
2017-03-07,8.4,0.7,4.7,85,0.357,100,8.33,rain,0,0,35.3,18.2,18.2,11.4,5.9
2017-03-08,9.8,5.3,7.2,83,2.431,100,12.5,rain,0,0,75.6,41.3,41.3,24.3,10
2017-03-09,10.8,3.6,7.3,73.1,4.074,100,8.33,rain,0,0,57.6,26.5,26.5,16.4,4.6
2017-03-10,7.8,1.7,5.2,91.2,0.335,100,4.17,rain,0,0,19.8,7.5,7.5,5,2.3
2017-03-11,11.8,8.1,9.6,89.4,0.935,100,12.5,rain,0,0,25.9,18.5,18.5,9.3,2.6
2017-03-12,11.7,5.8,8.7,88.9,0.582,100,16.67,rain,0,0,34.6,19.9,19.9,11,1.8
2017-03-13,12,4.5,8.8,75.9,0.016,100,4.17,rain,0,0,51.8,30.8,30.8,22.9,14.7
2017-03-14,11.8,6.2,9.9,72.1,0.079,100,12.5,rain,0,0,79.9,52,52,33.5,19.3
2017-03-15,12,5.7,8.7,78.3,0.046,100,4.17,rain,0,0,58.4,34.1,34.1,22.9,15
2017-03-16,11.1,3.6,8.2,78.8,0.745,100,8.33,rain,0,0,70,41,41,26.2,16.5
